4574,0,0,,,,
7641,1,1,,,,
7007,0,1,,,,
288,0,0,,,,
3376,1,0,,,,
82,0,0,,,,
9626,1,0,,,,
8167,0,1,,,,
3794,0,0,,,,
8349,1,1,,,,
7016,0,0,,,,
3752,0,0,,,,
13,0,1,,,,
53,1,1,,,,
5733,1,1,,,,
8953,1,1,,,,
3710,0,0,,,,
1840,0,0,,,,
8500,1,0,,,,
5993,0,1,,,,
9641,1,1,,,,
5509,0,1,,,,
9298,1,0,,,,
8412,0,0,,,,
6900,0,0,,,,
9636,1,0,,,,
6169,0,1,,,,
6043,0,1,,,,
177,0,1,,,,
723,1,1,,,,
339,0,1,,,,
2385,1,1,,,,
9555,1,1,,,,
9381,0,1,,,,
8988,0,0,,,,
6700,0,0,,,,
7035,1,1,,,,
1270,0,0,,,,
5438,1,0,,,,
5285,0,1,,,,
1711,0,1,,,,
1720,1,0,,,,
1147,0,1,,,,
2474,1,0,,,,
415,0,1,,,,
9176,1,0,,,,
905,0,1,,,,
5454,1,0,,,,
4159,0,1,,,,
605,0,1,,,,
881,1,1,,,,
3825,1,1,,,,
839,0,1,,,,
4792,1,0,,,,
6770,1,0,,,,
6847,1,1,,,,
1831,0,1,,,,
2038,1,0,,,,
5591,1,1,,,,
4038,0,0,,,,
8136,1,0,,,,
8355,1,1,,,,
6289,0,1,,,,
252,0,0,,,,
716,1,0,,,,
6398,1,0,,,,
9191,1,1,,,,
4215,0,1,,,,
6363,1,1,,,,
9385,1,1,,,,
8989,0,1,,,,
562,0,0,,,,
4206,1,0,,,,
1618,0,0,,,,
5490,1,0,,,,
8332,1,0,,,,
4445,0,1,,,,
1597,0,1,,,,
1507,0,1,,,,
8494,1,0,,,,
997,0,1,,,,
7570,1,0,,,,
7445,0,1,,,,
2046,0,0,,,,
1472,0,0,,,,
3100,1,0,,,,
1913,0,1,,,,
8081,1,1,,,,
5480,0,0,,,,
1786,0,0,,,,
9180,1,0,,,,
9665,1,1,,,,
25,0,1,,,,
8148,1,0,,,,
4648,0,0,,,,
8760,1,0,,,,
9997,1,1,,,,
6806,0,0,,,,
1412,0,0,,,,
8823,1,1,,,,
5764,0,0,,,,
8388,1,0,,,,
8350,0,0,,,,
8656,1,0,,,,
9509,1,1,,,,
2559,0,1,,,,
1618,0,0,,,,
4571,1,1,,,,
4682,1,0,,,,
7754,1,0,,,,
828,0,0,,,,
9243,1,1,,,,
5906,0,0,,,,
8004,1,0,,,,
8759,1,1,,,,
3751,0,1,,,,
4186,1,0,,,,
9038,1,0,,,,
8862,0,0,,,,
6433,0,1,,,,
4361,0,1,,,,
874,0,0,,,,
3227,1,1,,,,
8832,1,0,,,,
9325,1,1,,,,
2166,0,0,,,,
8865,1,1,,,,
7372,0,0,,,,
8108,1,0,,,,
9634,1,0,,,,
2545,0,1,,,,
7479,1,1,,,,
9070,1,0,,,,
1363,0,1,,,,
3500,1,0,,,,
829,0,1,,,,
2017,1,1,,,,
3585,1,1,,,,
2254,0,0,,,,
8247,1,1,,,,
9278,1,0,,,,
5694,0,0,,,,
3775,0,1,,,,
4915,1,1,,,,
7610,1,0,,,,
5681,0,1,,,,
1010,0,0,,,,
2138,1,0,,,,
950,0,0,,,,
7233,1,1,,,,
7731,1,1,,,,
6312,0,0,,,,
659,0,1,,,,
3796,1,0,,,,
8682,1,0,,,,
9885,1,1,,,,
3978,0,0,,,,
3606,0,0,,,,
5134,1,0,,,,
9341,1,1,,,,
9170,0,0,,,,
9663,1,1,,,,
2124,0,0,,,,
8301,1,1,,,,
862,0,0,,,,
