0.000000000000000000e+00,4.010000000000000000e+02,7.920000000000000284e+01,4.380000000000000000e+02,1.940000000000000000e+02,1.650000000000000000e+02,2.410000000000000000e+02,1.102000000000000000e+03,8.060000000000000000e+02,1.234000000000000000e+03,1.031000000000000000e+03,1.237000000000000000e+03,4.010000000000000000e+02,7.520000000000000000e+02,9.450000000000000000e+02
4.010000000000000000e+02,0.000000000000000000e+00,4.670000000000000000e+02,8.450000000000000000e+02,5.820000000000000000e+02,5.590000000000000000e+02,4.240000000000000000e+02,1.493000000000000000e+03,1.203000000000000000e+03,1.623000000000000000e+03,1.434000000000000000e+03,1.631000000000000000e+03,8.020000000000000000e+02,1.140000000000000000e+03,1.329000000000000000e+03
7.920000000000000284e+01,4.670000000000000000e+02,0.000000000000000000e+00,3.610000000000000000e+02,1.180000000000000000e+02,8.870000000000000284e+01,1.700000000000000000e+02,1.031000000000000000e+03,7.260000000000000000e+02,1.156000000000000000e+03,9.610000000000000000e+02,1.165000000000000000e+03,3.290000000000000000e+02,6.740000000000000000e+02,8.650000000000000000e+02
4.380000000000000000e+02,8.450000000000000000e+02,3.610000000000000000e+02,0.000000000000000000e+00,3.180000000000000000e+02,2.820000000000000000e+02,3.020000000000000000e+02,8.670000000000000000e+02,8.320000000000000000e+02,9.950000000000000000e+02,1.050000000000000000e+03,9.790000000000000000e+02,4.430000000000000000e+02,4.070000000000000000e+02,5.570000000000000000e+02
1.940000000000000000e+02,5.820000000000000000e+02,1.180000000000000000e+02,3.180000000000000000e+02,0.000000000000000000e+00,4.800000000000000000e+01,5.400000000000000000e+01,9.130000000000000000e+02,6.210000000000000000e+02,1.042000000000000000e+03,8.490000000000000000e+02,1.050000000000000000e+03,2.150000000000000000e+02,5.590000000000000000e+02,7.470000000000000000e+02
1.650000000000000000e+02,5.590000000000000000e+02,8.870000000000000284e+01,2.820000000000000000e+02,4.800000000000000000e+01,0.000000000000000000e+00,3.900000000000000000e+01,9.490000000000000000e+02,6.630000000000000000e+02,1.082000000000000000e+03,9.030000000000000000e+02,9.680000000000000000e+02,2.680000000000000000e+02,5.940000000000000000e+02,8.040000000000000000e+02
2.410000000000000000e+02,4.240000000000000000e+02,1.700000000000000000e+02,3.020000000000000000e+02,5.400000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,8.600000000000000000e+02,6.000000000000000000e+02,9.930000000000000000e+02,8.310000000000000000e+02,8.940000000000000000e+02,1.940000000000000000e+02,5.080000000000000000e+02,6.940000000000000000e+02
1.102000000000000000e+03,1.493000000000000000e+03,1.031000000000000000e+03,8.670000000000000000e+02,9.130000000000000000e+02,9.490000000000000000e+02,8.600000000000000000e+02,0.000000000000000000e+00,4.330000000000000000e+02,2.960000000000000000e+02,3.650000000000000000e+02,2.950000000000000000e+02,7.450000000000000000e+02,4.490000000000000000e+02,5.250000000000000000e+02
8.060000000000000000e+02,1.203000000000000000e+03,7.260000000000000000e+02,8.320000000000000000e+02,6.210000000000000000e+02,6.630000000000000000e+02,6.000000000000000000e+02,4.330000000000000000e+02,0.000000000000000000e+00,3.430000000000000000e+02,2.760000000000000000e+02,3.530000000000000000e+02,4.050000000000000000e+02,7.170000000000000000e+02,7.950000000000000000e+02
1.234000000000000000e+03,1.623000000000000000e+03,1.156000000000000000e+03,9.950000000000000000e+02,1.042000000000000000e+03,1.082000000000000000e+03,9.930000000000000000e+02,2.960000000000000000e+02,3.430000000000000000e+02,0.000000000000000000e+00,1.290000000000000000e+02,1.619999999999999929e+01,6.960000000000000000e+02,5.800000000000000000e+02,6.700000000000000000e+02
1.031000000000000000e+03,1.434000000000000000e+03,9.610000000000000000e+02,1.050000000000000000e+03,8.490000000000000000e+02,9.030000000000000000e+02,8.310000000000000000e+02,3.650000000000000000e+02,2.760000000000000000e+02,1.290000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+02,6.400000000000000000e+02,6.500000000000000000e+02,7.310000000000000000e+02
1.237000000000000000e+03,1.631000000000000000e+03,1.165000000000000000e+03,9.790000000000000000e+02,1.050000000000000000e+03,9.680000000000000000e+02,8.940000000000000000e+02,2.950000000000000000e+02,3.530000000000000000e+02,1.619999999999999929e+01,1.200000000000000000e+02,0.000000000000000000e+00,7.020000000000000000e+02,5.850000000000000000e+02,6.570000000000000000e+02
4.010000000000000000e+02,8.020000000000000000e+02,3.290000000000000000e+02,4.430000000000000000e+02,2.150000000000000000e+02,2.680000000000000000e+02,1.940000000000000000e+02,7.450000000000000000e+02,4.050000000000000000e+02,6.960000000000000000e+02,6.400000000000000000e+02,7.020000000000000000e+02,0.000000000000000000e+00,4.040000000000000000e+02,5.980000000000000000e+02
7.520000000000000000e+02,1.140000000000000000e+03,6.740000000000000000e+02,4.070000000000000000e+02,5.590000000000000000e+02,5.940000000000000000e+02,5.080000000000000000e+02,4.490000000000000000e+02,7.170000000000000000e+02,5.800000000000000000e+02,6.500000000000000000e+02,5.850000000000000000e+02,4.040000000000000000e+02,0.000000000000000000e+00,1.980000000000000000e+02
9.450000000000000000e+02,1.329000000000000000e+03,8.650000000000000000e+02,5.570000000000000000e+02,7.470000000000000000e+02,8.040000000000000000e+02,6.940000000000000000e+02,5.250000000000000000e+02,7.950000000000000000e+02,6.700000000000000000e+02,7.310000000000000000e+02,6.570000000000000000e+02,5.980000000000000000e+02,1.980000000000000000e+02,0.000000000000000000e+00
